#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 07 08 21 50 224  6.4  7.5  0.99  5.26  4.60 262 1017.5  27.4  27.4  24.5 99.0 99.00
2012 07 08 22 50 222  6.5  7.5  0.98  5.00  4.53 262 1017.2  27.3  27.3  24.8 99.0 99.00
2012 07 08 23 50 216  6.4  7.7  0.98  5.26  4.51 261 1016.9  27.1  27.3  24.9 99.0 99.00
2012 07 09 00 50 213  6.8  7.9  0.97  5.88  4.55 260 1017.0  27.0  27.3  24.9 99.0 99.00
2012 07 09 01 50 216  7.2  8.7  0.97  5.00  4.45 268 1017.4  27.1  27.3  24.7 99.0 99.00
2012 07 09 02 50 213  7.6  8.6  1.03  5.26  4.47 259 1017.6  27.1  27.3  24.4 99.0 99.00
2012 07 09 03 50 215  7.6  9.1  1.00  5.00  4.46 262 1018.0  27.1  27.3  24.3 99.0 99.00
2012 07 09 04 50 216  7.4  9.0  1.06  5.00  4.54 264 1018.2  27.1  27.3  24.2 99.0 99.00
2012 07 09 05 50 217  7.8  9.1  0.98  4.76  4.42 249 1017.9  27.0  27.3  24.0 99.0 99.00
2012 07 09 06 50 216  8.3  9.4  1.04  4.76  4.27 252 1017.3  27.0  27.3  23.9 99.0 99.00
2012 07 09 07 50 230  8.0  9.5  1.08  4.76  4.26 261 1017.2  26.9  27.3  24.0 99.0 99.00
2012 07 09 08 50 224  8.0  9.6  1.12  5.00  4.48 263 1017.2  26.9  27.3  23.8 99.0 99.00
2012 07 09 09 50 223  7.6  8.9  1.11  4.76  4.52 250 1017.5  26.9  27.3  24.1 99.0 99.00
2012 07 09 10 50 225  7.4  8.6  1.05  5.26  4.48 259 1017.6  27.0  27.3  24.2 99.0 99.00
2012 07 09 11 50 221  7.1  8.8  1.05  5.26  4.61 269 1018.0  27.0  27.3  24.2 99.0 99.00
2012 07 09 12 50 219  7.3  9.1  1.07  5.56  4.64 268 1018.2  27.1  27.3  24.2 99.0 99.00
2012 07 09 13 50 224  7.1  8.6  1.14  5.26  4.68 264 1017.9  27.1  27.3  24.2 99.0 99.00
2012 07 09 14 50 227  7.1  8.8  1.07  5.56  4.61 275 1018.0  27.1  27.3  24.4 99.0 99.00
2012 07 09 15 50 217  7.6  9.2  1.15  5.26  4.68 260 1017.9  27.1  27.4  24.1 99.0 99.00
2012 07 09 16 50 212  7.1  8.1  1.11  5.56  4.60 269 1017.9  27.2  27.4  24.3 99.0 99.00
2012 07 09 17 50 218  6.4  7.6  1.15  5.88  4.74 270 1017.9  27.3  27.4  24.1 99.0 99.00
2012 07 09 18 50 218  6.5  7.6  1.13  5.88  4.87 274 1017.8  27.3  27.5  24.3 99.0 99.00
2012 07 09 19 50 214  7.2  8.2  1.02  5.88  4.65 264 1017.7  27.4  27.6  24.4 99.0 99.00
2012 07 09 20 50 209  7.2  8.1  1.14  5.88  4.67 271 1017.3  27.4  27.6  24.4 99.0 99.00
2012 07 09 21 50 208  7.4  8.5  1.04  5.56  4.74 260 1016.7  27.5  27.5  24.3 99.0 99.00
2012 07 09 22 50 204  7.1  8.5  1.05  5.56  4.69 267 1016.6  27.5  27.5  24.3 99.0 99.00
2012 07 09 23 50 206  7.1  8.4  1.09  5.56  4.71 275 1016.9  27.3  27.5  24.2 99.0 99.00
2012 07 10 00 50 205  7.3  8.2  1.14  5.56  4.73 271 1017.4  27.2  27.5  24.5 99.0 99.00
2012 07 10 01 50 207  7.0  8.7  1.12  5.56  4.54 266 1018.1  27.3  27.5  24.5 99.0 99.00
2012 07 10 02 50 206  7.0  8.1  1.08  5.88  4.44 270 1018.1  27.2  27.5  24.6 99.0 99.00
2012 07 10 03 50 203  7.8  9.2  1.13  5.88  4.53 269 1017.8  27.2  27.5  24.6 99.0 99.00
2012 07 10 04 50 206  6.9  8.4  1.00  5.88  4.25 273 1018.2  27.2  27.5  24.8 99.0 99.00
2012 07 10 05 50 206  7.2  8.4  1.03  5.88  4.39 273 1018.0  27.1  27.5  24.6 99.0 99.00
2012 07 10 06 50 216  6.8  8.0  1.02  5.26  4.37 274 1017.8  27.0  27.5  24.4 99.0 99.00
2012 07 10 07 50 216  6.4  8.0  1.02  5.56  4.34 274 1017.8  27.0  27.5  24.2 99.0 99.00
2012 07 10 08 50 209  6.9  8.0  1.03  5.56  4.48 273 1017.5  26.9  27.5  24.1 99.0 99.00
2012 07 10 09 50 205  7.3  8.4  1.07  5.56  4.54 269 1017.8  27.0  27.5  24.3 99.0 99.00
2012 07 10 10 50 210  6.7  8.0  0.99  5.56  4.45 271 1018.5  27.0  27.4  24.5 99.0 99.00
2012 07 10 11 50 212  6.2  7.3  1.02  5.88  4.46 268 1018.8  27.1  27.4  24.7 99.0 99.00
2012 07 10 12 50 210  6.6  7.6  0.94  5.88  4.50 266 1018.8  27.3  27.4  24.5 99.0 99.00
2012 07 10 13 50 203  7.3  8.6  0.98  5.56  4.58 273 1018.9  27.2  27.5  24.7 99.0 99.00
2012 07 10 14 50 217  5.7  6.6  1.00  5.56  4.56 263 1019.5  27.3  27.5  25.2 99.0 99.00
2012 07 10 15 50 206  6.9  8.6  1.00  5.88  4.56 269 1019.4  27.4  27.5  25.0 99.0 99.00
2012 07 10 16 50 207  6.5  7.8  1.05  5.88  4.56 265 1019.4  27.4  27.5  24.9 99.0 99.00
2012 07 10 17 50 209  6.1  7.2  0.97  5.88  4.54 266 1019.0  27.5  27.6  25.1 99.0 99.00
2012 07 10 18 50 211  6.4  7.4  1.07  5.88  4.58 272 1018.6  27.6  27.6  25.2 99.0 99.00
2012 07 10 19 50 200  5.9  7.0  1.02  5.56  4.51 263 1018.2  27.6  27.6  25.3 99.0 99.00
2012 07 10 20 50 204  6.7  7.9  1.07  5.56  4.61 270 1017.7  27.6  27.6  25.0 99.0 99.00
2012 07 10 21 50 202  6.5  7.7  1.01  5.88  4.57 281 1017.2  27.7  27.6  24.6 99.0 99.00
2012 07 10 22 50 197  5.9  7.2  1.06  5.88  4.64 276 1017.4  27.5  27.6  25.2 99.0 99.00
2012 07 10 23 50 193  5.7  6.9 99.00 99.00 99.00 999 1018.1  27.4  27.5  25.3 99.0 99.00
2012 07 11 00 50 197  5.7  6.8  1.02  5.88  4.47 262 1018.5  27.3  27.5  25.2 99.0 99.00
2012 07 11 01 50 185  7.6  8.6  1.07  5.56  4.59 277 1018.9  27.3  27.4  25.1 99.0 99.00
2012 07 11 02 50 187  7.5  9.0  1.06  5.88  4.34 269 1019.5  27.3  27.4  24.9 99.0 99.00
2012 07 11 03 50 195  6.5  7.4  1.07  5.56  4.45 270 1020.3  27.3  27.3  24.7 99.0 99.00
2012 07 11 04 50 188  7.5  8.5  1.02  5.88  4.55 267 1019.6  27.2  27.3  24.8 99.0 99.00
2012 07 11 05 50 189  7.0  7.9  0.95  5.56  4.51 268 1019.1  27.2  27.3  24.4 99.0 99.00
2012 07 11 06 50 192  6.9  7.9  0.92  5.88  4.27 264 1018.8  27.1  27.3  24.7 99.0 99.00
2012 07 11 07 50 200  6.4  8.1  0.93  5.56  4.33 271 1018.9  27.1  27.3  24.9 99.0 99.00
2012 07 11 08 50 216  5.5  6.1  0.96  5.00  4.48 256 1019.0  27.0  27.3  24.8 99.0 99.00
2012 07 11 09 50 205  4.7  5.7  0.93  5.56  4.53 275 1019.5  27.0  27.3  24.9 99.0 99.00
2012 07 11 10 50 203  4.7  5.7  0.90  4.76  4.46 269 1019.7  27.1  27.2  24.9 99.0 99.00
2012 07 11 11 50 197  4.9  6.1  0.89  5.26  4.60 270 1020.2  27.2  27.2  24.8 99.0 99.00
2012 07 11 12 50 185  4.7  5.4  0.88  5.56  4.66 278 1020.4  27.1  27.3  24.8 99.0 99.00
2012 07 11 13 50 181  5.2  6.0  0.86  5.56  4.73 268 1020.0  27.2  27.3  24.4 99.0 99.00
2012 07 11 14 50 180  4.7  5.5  0.84  5.26  4.64 256 1020.2  27.3  27.4  24.3 99.0 99.00
2012 07 11 15 50 193  4.1  4.9  0.85  5.56  4.86 286 1020.6  27.2  27.5  24.4 99.0 99.00
2012 07 11 16 50 187  3.8  4.4  0.87  5.26  4.75 282 1020.8  27.3  27.5  24.4 99.0 99.00
2012 07 11 17 50 177  3.7  4.5  0.84  5.56  4.70 267 1020.5  27.4  27.6  24.6 99.0 99.00
2012 07 11 18 50 177  4.2  5.1  0.79  8.33  4.92 114 1019.7  27.3  27.6  24.7 99.0 99.00
2012 07 11 19 50 173  4.5  5.2  0.83  5.26  4.99 278 1019.2  27.3  27.6  24.5 99.0 99.00
2012 07 11 20 50 176  5.5  6.5  0.83  5.00  4.86 264 1019.2  27.4  27.6  24.7 99.0 99.00
2012 07 11 21 50 181  4.8  5.4  0.89  5.00  4.81 247 1019.1  27.4  27.6  24.7 99.0 99.00
2012 07 11 22 50 182  3.8  4.6  0.83  7.69  4.78 129 1019.1  27.4  27.5  24.6 99.0 99.00
2012 07 11 23 50 163  4.4  4.9  0.83  7.69  4.74 130 1019.2  27.3  27.5  24.6 99.0 99.00
2012 07 12 00 50 170  5.1  5.7  0.83  5.00  4.84 268 1019.4  27.3  27.4  24.9 99.0 99.00
2012 07 12 01 50 163  4.1  4.8  0.77  8.33  4.88 123 1020.1  27.4  27.4  24.6 99.0 99.00
2012 07 12 02 50 158  3.5  4.1  0.77  5.00  4.77 268 1020.9  27.3  27.4  24.7 99.0 99.00
2012 07 12 03 50 135  4.5  5.3  0.81  8.33  5.01 118 1020.6  26.7  27.4  22.2 99.0 99.00
2012 07 12 04 50 144  2.0  2.6  0.81  8.33  5.01 110 1020.2  26.9  27.3  24.5 99.0 99.00
2012 07 12 05 50 166  5.6  6.5  0.78  8.33  4.84 115 1020.0  27.2  27.3  25.0 99.0 99.00
2012 07 12 06 50 176  2.8  3.5  0.79  7.14  4.69 137 1019.7  27.0  27.3  24.4 99.0 99.00
2012 07 12 07 50 172  2.7  3.5  0.78  8.33  4.74  98 1019.7  27.0  27.3  24.7 99.0 99.00
2012 07 12 08 50 172  3.4  4.0  0.76  7.69  4.88 131 1019.7  26.7  27.3  24.2 99.0 99.00
2012 07 12 09 50 162  3.8  4.6  0.79  6.67  5.06 142 1019.7  27.1  27.3  23.2 99.0 99.00
2012 07 12 10 50 138  2.2  3.3  0.77  7.69  4.97 124 1020.0  27.1  27.3  23.5 99.0 99.00
2012 07 12 11 50 138  4.6  5.2  0.76  6.67  5.15 134 1020.1  27.0  27.3  24.4 99.0 99.00
2012 07 12 12 50 132  4.6  5.4  0.81  7.14  5.28 127 1020.4  27.0  27.3  24.3 99.0 99.00
2012 07 12 13 50 136  5.1  5.9  0.85  8.33  5.31 119 1020.7  27.1  27.4  24.2 99.0 99.00
2012 07 12 14 50 138  6.0  6.9  0.89  6.67  5.07 140 1021.0  27.3  27.4  24.3 99.0 99.00
2012 07 12 15 50 139  6.2  7.3  0.91  7.69  4.92 117 1021.2  27.3  27.4  24.6 99.0 99.00
2012 07 12 16 50 143  6.7  8.2  1.01  7.69  4.88 110 1021.3  27.4  27.4  24.5 99.0 99.00
2012 07 12 17 50 159  6.4  7.8  0.99  7.69  4.61 117 1020.9  27.2  27.4  24.6 99.0 99.00
2012 07 12 18 50 147  5.5  6.6  0.99  9.09  4.80  52 1020.5  27.4  27.5  24.4 99.0 99.00
2012 07 12 19 50 151  4.2  5.0  0.96  8.33  4.63  33 1020.2  27.3  27.5  24.3 99.0 99.00
2012 07 12 20 50 151  4.9  5.6  1.11  7.69  5.20 109 1020.1  27.5  27.6  24.2 99.0 99.00
2012 07 12 21 50 153  5.0  5.9  1.06  7.14  5.10 122 1019.8  27.4  27.6  24.3 99.0 99.00
2012 07 12 22 50 140  5.0  5.9  1.08 11.43  5.27  32 1020.0  27.4  27.5  24.4 99.0 99.00
2012 07 12 23 50 169  3.8  4.6  1.10  7.69  5.44  69 1020.4  27.2  27.5  23.9 99.0 99.00
2012 07 13 00 50 150  3.0  3.9  1.01 10.00  5.12  10 1021.1  27.2  27.4  23.8 99.0 99.00
2012 07 13 01 50 131  3.9  4.9  0.96 10.81  5.48  30 1021.7  27.4  27.4  24.4 99.0 99.00
2012 07 13 02 50 128  4.3  4.9  0.93 10.81  5.62   5 1021.7  27.2  27.3  24.4 99.0 99.00
2012 07 13 03 50 119  5.1  6.1  0.96  7.69  5.56  99 1021.7  27.2  27.3  24.5 99.0 99.00
2012 07 13 04 50 121  5.2  6.2  0.97 11.43  5.67  26 1021.3  27.2  27.4  24.8 99.0 99.00
2012 07 13 05 50 126  4.7  5.6  0.92  9.09  5.40  58 1021.2  27.0  27.4  24.3 99.0 99.00
2012 07 13 06 50 110  3.4  4.6  0.97 10.00  5.76  19 1021.0  27.0  27.4  24.3 99.0 99.00
2012 07 13 07 50 108  4.4  5.2  0.95  8.33  5.61  67 1020.8  27.0  27.4  24.1 99.0 99.00
2012 07 13 08 50 109  4.4  5.4  0.92  7.69  5.40  63 1021.1  27.0  27.4  23.9 99.0 99.00
2012 07 13 09 50 107  4.7  5.9  0.95  7.69  5.24 105 1021.5  26.9  27.4  23.7 99.0 99.00
2012 07 13 10 50 112  5.4  6.4  0.88  8.33  5.20  63 1021.5  27.1  27.5  23.6 99.0 99.00
2012 07 13 11 50 105  5.4  6.7  0.90 10.00  5.16  37 1021.6  27.1  27.5  24.1 99.0 99.00
2012 07 13 12 50 111  5.8  6.7  0.86 10.00  4.82 354 1022.1  27.3  27.5  24.0 99.0 99.00
2012 07 13 13 50 104  4.9  5.9  0.90  9.09  4.76 105 1022.2  27.2  27.6  23.8 99.0 99.00
2012 07 13 14 50 122  5.3  6.6  0.91  8.33  4.97  70 1022.3  27.3  27.7  24.3 99.0 99.00
2012 07 13 15 50 128  5.7  6.5  0.93  8.33  4.76  56 1022.4  27.3  27.7  24.3 99.0 99.00
2012 07 13 16 50 133  6.3  7.4  0.98  7.69  4.75  69 1022.6  27.3  27.8  24.0 99.0 99.00
2012 07 13 17 50 132  4.9  6.2  0.96  7.69  4.61  87 1022.6  27.4  27.8  24.0 99.0 99.00
2012 07 13 18 50 125  4.4  5.3  0.94  7.14  4.62 113 1022.1  27.4  27.9  23.8 99.0 99.00
2012 07 13 19 50 119  4.7  5.4  0.90  7.69  4.69 111 1021.7  27.5  27.9  23.5 99.0 99.00
2012 07 13 20 50 129  4.8  5.7  0.93  7.14  4.70  79 1021.6  27.5  27.9  23.5 99.0 99.00
2012 07 13 21 50 121  4.6  5.5  0.88  7.14  4.97  76 1021.5  27.6  27.8  23.6 99.0 99.00
2012 07 13 22 50 110  4.3  5.1  0.89  7.14  4.86  86 1021.6  27.6  27.8  23.7 99.0 99.00
2012 07 13 23 50 108  4.5  5.8  0.89  7.14  4.70  81 1021.8  27.4  27.7  24.0 99.0 99.00
2012 07 14 00 50 108  5.4  6.4  0.86  7.69  4.85 104 1022.2  27.4  27.7  23.1 99.0 99.00
2012 07 14 01 50  99  5.9  6.9  0.88  6.25  4.80  91 1022.3  27.3  27.6  23.7 99.0 99.00
2012 07 14 02 50  93  6.3  7.3  0.89  7.69  4.66  97 1022.5  27.2  27.6  23.8 99.0 99.00
2012 07 14 03 50  89  5.4  6.4  0.99  7.69  4.83 110 1022.3  27.1  27.5  23.5 99.0 99.00
2012 07 14 04 50 107  5.7  6.6  0.98  7.14  4.82 109 1022.3  27.1  27.5  23.5 99.0 99.00
2012 07 14 05 50  99  5.0  5.8  0.94  7.14  4.90 113 1022.2  27.0  27.5  23.2 99.0 99.00
2012 07 14 06 50  93  5.1  5.8  0.92  6.25  4.70 119 1021.9  26.9  27.5  22.9 99.0 99.00
2012 07 14 07 50  86  5.0  6.1  0.94  5.26  4.76 111 1021.8  26.9  27.5  23.0 99.0 99.00
2012 07 14 08 50  53  5.7  6.9  0.94  7.14  4.87  94 1021.9  26.5  27.5  23.4 99.0 99.00
2012 07 14 09 50  69  5.2  6.6  0.95  7.69  5.03  96 1021.8  26.8  27.5  22.6 99.0 99.00
2012 07 14 10 50  72  6.0  7.1  0.96  7.14  4.70  83 1022.0  26.9  27.5  22.9 99.0 99.00
2012 07 14 11 50  74  6.3  7.4  0.99  7.69  4.62 104 1022.3  27.0  27.5  23.0 99.0 99.00
2012 07 14 12 50  74  7.1  8.3  1.04  7.14  4.78  84 1022.6  27.1  27.5  23.5 99.0 99.00
2012 07 14 13 50  85  7.0  8.4  1.13  7.69  4.90 103 1022.9  27.0  27.6  23.8 99.0 99.00
2012 07 14 14 50  96  6.7  8.0  1.09  7.69  4.76 109 1023.1  27.3  27.6  23.2 99.0 99.00
2012 07 14 15 50 102  5.7  6.8 99.00 99.00 99.00 999 1023.5  27.0  27.6  23.6 99.0 99.00
2012 07 14 16 50 112  6.8  7.9  1.23  7.69  4.94 119 1023.4  27.2  27.6  23.3 99.0 99.00
2012 07 14 17 50 118  5.3  6.7  1.26  6.67  4.92 104 1022.9  27.1  27.7  23.2 99.0 99.00
2012 07 14 18 50 110  5.1  5.8  1.25  5.56  5.04 118 1022.7  27.0  27.7  22.8 99.0 99.00
2012 07 14 19 50 104  5.2  6.5  1.25  6.25  5.20 107 1022.2  26.9  27.8  23.6 99.0 99.00
2012 07 14 20 50 112  4.5  5.4  1.22  7.14  5.44 126 1021.9  26.2  27.8  23.4 99.0 99.00
2012 07 14 21 50 127  5.2  6.4  1.21  6.25  5.42  94 1021.8  26.9  27.8  23.5 99.0 99.00
2012 07 14 22 50 123  6.0  7.4  1.24  9.09  5.51 107 1021.7  27.3  27.7  23.6 99.0 99.00
2012 07 14 23 50 128  6.6  7.8  1.37  8.33  5.38 112 1021.8  27.3  27.7  23.6 99.0 99.00
2012 07 15 00 50 131  6.3  8.1  1.31  9.09  5.32 113 1021.9  26.9  27.7  23.6 99.0 99.00
2012 07 15 01 50 121  5.2  6.1  1.38  8.33  5.55 103 1022.4  27.0  27.6  23.7 99.0 99.00
2012 07 15 02 50 135  5.5  6.8  1.51  9.09  5.84  98 1022.9  27.2  27.6  23.5 99.0 99.00
2012 07 15 03 50 146  4.6  6.0  1.54  9.09  6.13 111 1023.2  27.1  27.6  23.2 99.0 99.00
2012 07 15 04 50 151  4.0  5.1  1.45  9.09  5.93 119 1023.2  27.1  27.6  23.1 99.0 99.00
2012 07 15 05 50 154  3.2  4.5  1.43  9.09  6.08 115 1022.9  26.9  27.6  23.7 99.0 99.00
2012 07 15 06 50 154  2.8  3.7  1.67  9.09  6.68 113 1022.6  26.8  27.6  23.2 99.0 99.00
2012 07 15 07 50 119  2.3  3.5  1.49  8.33  6.44 120 1022.3  26.7  27.6  23.4 99.0 99.00
2012 07 15 08 50 114  3.1  4.2  1.39  9.09  6.27 109 1022.1  26.8  27.6  23.6 99.0 99.00
2012 07 15 09 50 109  2.7  4.0  1.60  9.09  6.72  99 1022.3  26.8  27.6  23.6 99.0 99.00
2012 07 15 10 50 121  3.3  4.2  1.72  9.09  6.91 112 1022.7  26.9  27.6  23.3 99.0 99.00
2012 07 15 11 50 102  4.2  5.3  1.75  9.09  7.15  99 1022.9  26.9  27.6  23.4 99.0 99.00
2012 07 15 12 50 114  4.0  4.9  1.80  9.09  7.16  99 1023.4  27.0  27.6  23.3 99.0 99.00
2012 07 15 13 50 130  3.9  4.8  1.75  9.09  7.20 106 1023.8  27.2  27.7  23.5 99.0 99.00
2012 07 15 14 50 127  4.6  5.6  1.68 10.00  7.12 103 1023.7  27.2  27.7  23.5 99.0 99.00
2012 07 15 15 50 146  6.4  8.3  1.88 10.00  7.21 111 1023.7  27.1  27.7  24.1 99.0 99.00
2012 07 15 16 50 144  5.9  6.8  1.95 10.00  6.98 115 1023.5  26.9  27.7  22.3 99.0 99.00
2012 07 15 17 50 159  5.0  6.0  1.94 10.00  7.09 122 1023.3  26.5  27.8  23.9 99.0 99.00
2012 07 15 18 50 160  4.3  5.4  1.99 10.00  7.11 123 1022.8  26.8  27.8  23.2 99.0 99.00
2012 07 15 19 50 178  3.4  4.1  1.95 10.00  7.38 110 1022.3  27.1  27.9  22.9 99.0 99.00
2012 07 15 20 50 169  3.0  3.8  1.78 10.00  7.15 111 1022.0  27.0  27.9  23.0 99.0 99.00
2012 07 15 21 50 173  3.0  3.7  1.66 10.00  6.94 124 1021.3  27.0  27.9  23.7 99.0 99.00
2012 07 15 22 50 182  3.6  4.4  1.86 10.00  7.32 113 1021.1  27.0  27.9  23.8 99.0 99.00
2012 07 15 23 50 185  3.2  4.1  1.63 10.00  7.07 115 1021.1  27.1  27.9  23.1 99.0 99.00
2012 07 16 00 50 188  3.5  4.4  1.54 10.00  7.01 111 1021.3  27.0  27.8  23.4 99.0 99.00
2012 07 16 01 50 193  4.8  6.0  1.71 10.00  7.35 125 1021.8  27.0  27.7  23.7 99.0 99.00
2012 07 16 02 50 196  4.4  5.4  1.56 10.00  7.10 112 1021.9  27.0  27.7  23.6 99.0 99.00
2012 07 16 03 50 188  3.3  4.1  1.72 10.00  7.50 112 1021.7  26.8  27.6  23.8 99.0 99.00
2012 07 16 04 50 219  2.2  3.0  1.54 10.00  6.97 118 1021.0  26.7  27.6  23.7 99.0 99.00
2012 07 16 05 50 226  0.9  1.7  1.71 10.00  7.42 112 1020.8  26.6  27.6  23.6 99.0 99.00
2012 07 16 06 50 183  4.3  4.9  1.62 10.00  7.48 109 1020.5  26.7  27.6  23.7 99.0 99.00
2012 07 16 07 50 200  3.4  4.2  1.48 10.00  7.19 105 1020.3  26.8  27.6  22.7 99.0 99.00
2012 07 16 08 50 207  3.1  3.8  1.56 10.00  7.25 102 1019.9  26.7  27.7  22.7 99.0 99.00
2012 07 16 09 50 194  3.8  4.6  1.41 10.00  7.14 111 1020.1  26.7  27.7  23.1 99.0 99.00
2012 07 16 10 50 191  3.8  4.4  1.46 10.00  7.44 122 1020.4  26.8  27.7  23.2 99.0 99.00
2012 07 16 11 50 305  2.0  2.8  1.54 10.00  7.15 101 1020.6  26.0  27.6  23.3 99.0 99.00
2012 07 16 12 50 159  3.1  4.7  1.66 10.00  7.46 107 1020.6  25.1  27.6  21.0 99.0 99.00
2012 07 16 13 50 212  0.9  3.0  1.52 10.00  7.17  91 1020.4  26.7  27.7  22.9 99.0 99.00
2012 07 16 14 50 188  4.8  6.1  1.81 10.00  7.69 111 1020.3  26.4  27.8  21.5 99.0 99.00
2012 07 16 15 50 246  2.4  3.5  1.60  9.09  6.93  87 1020.6  26.6  27.9  22.2 99.0 99.00
2012 07 16 16 50 219  6.0  7.8  1.49 10.81  6.99  89 1019.8  26.2  28.2  23.1 99.0 99.00
2012 07 16 17 50 163  2.5  3.2  1.54 10.00  7.26  95 1019.2  26.8  28.1  21.5 99.0 99.00
2012 07 16 18 50 207  4.6  5.8  1.53  9.09  7.22 100 1018.3  27.3  28.3  23.3 99.0 99.00
2012 07 16 19 50 221  3.9  5.1  1.47 10.00  7.23  96 1017.8  27.3  28.4  23.5 99.0 99.00
2012 07 16 20 50 216  4.7  5.5  1.48 10.00  7.24 107 1017.2  27.5  28.4  23.4 99.0 99.00
2012 07 16 21 50 212  5.1  6.0  1.52 10.00  7.40 107 1017.1  27.6  28.3  23.5 99.0 99.00
2012 07 16 22 50 217  5.5  6.7  1.48  9.09  7.28  91 1017.0  27.7  28.2  23.5 99.0 99.00
2012 07 16 23 50 213  4.5  5.4  1.43 10.00  6.99 105 1017.0  27.5  28.1  23.2 99.0 99.00
2012 07 17 00 50 214  3.6  4.5  1.20 10.00  6.52  92 1017.2  27.5  28.0  23.9 99.0 99.00
2012 07 17 01 50 223  5.1  6.2  1.23 10.00  6.66 103 1018.1  27.5  28.0  24.0 99.0 99.00
2012 07 17 02 50 233  5.2  6.1  1.33 10.00  6.94 115 1018.2  27.4  27.9  23.8 99.0 99.00
2012 07 17 03 50 229  4.7  6.1  1.11 10.00  6.49  92 1017.9  27.3  27.9  23.7 99.0 99.00
2012 07 17 04 50 214  4.7  5.7  1.24  9.09  6.79 108 1017.4  27.1  27.9  24.2 99.0 99.00
2012 07 17 05 50 203  4.9  5.9  1.16  9.09  6.56 105 1017.0  27.1  27.9  24.3 99.0 99.00
2012 07 17 06 50 199  5.1  5.8  1.00 10.00  6.26 102 1016.7  27.3  27.9  23.3 99.0 99.00
2012 07 17 07 50 199  5.3  6.7  1.21  9.09  6.49 119 1016.7  27.0  27.8  23.7 99.0 99.00
2012 07 17 08 50 203  5.9  6.9  1.25 10.00  6.29 111 1016.5  26.8  27.9  23.9 99.0 99.00
2012 07 17 09 50 211  6.1  7.4  1.14 10.00  6.11  87 1016.7  26.8  27.8  23.7 99.0 99.00
2012 07 17 10 50 219  5.1  6.0  1.08  9.09  5.76 101 1017.0  26.9  27.7  23.8 99.0 99.00
2012 07 17 11 50 218  5.5  6.3  1.19 10.00  6.18 105 1017.5  27.1  27.7  23.6 99.0 99.00
2012 07 17 12 50 210  5.6  6.9  1.17 10.00  6.11  94 1017.8  27.2  27.7  23.7 99.0 99.00
2012 07 17 13 50 208  7.0  7.9  1.21 10.00  5.82 106 1017.7  27.3  27.8  23.6 99.0 99.00
2012 07 17 14 50 217  6.7  8.3  1.28 10.00  6.01  89 1017.8  27.3  27.8  23.7 99.0 99.00
2012 07 17 15 50 213  5.7  6.7  1.27 10.00  5.53 101 1018.1  27.3  27.9  23.6 99.0 99.00
2012 07 17 16 50 218  5.7  6.5  1.30 10.00  5.90  97 1018.2  27.4  28.0  23.6 99.0 99.00
2012 07 17 17 50 214  6.6  8.0  1.20  9.09  5.79  97 1018.3  27.5  28.0  23.6 99.0 99.00
2012 07 17 18 50 217  6.4  7.7  1.18  9.09  5.47  87 1018.0  27.5  27.9  23.0 99.0 99.00
2012 07 17 19 50 215  7.1  8.6  1.18 10.00  5.40  92 1017.6  27.6  28.0  23.2 99.0 99.00
2012 07 17 20 50 208  6.6  7.9  1.15  9.09  5.02 109 1017.3  27.6  28.0  23.6 99.0 99.00
2012 07 17 21 50 206  6.9  8.2  1.20 10.00  5.34 109 1016.9  27.6  28.0  23.7 99.0 99.00
2012 07 17 22 50 200  7.1  8.3  1.09  9.09  4.90 102 1017.0  27.7  27.9  23.5 99.0 99.00
2012 07 17 23 50 198  6.8  8.7  1.07 10.00  4.90 131 1017.2  27.6  27.9  24.1 99.0 99.00
2012 07 18 00 50 200  8.0  9.3  1.14  9.09  4.89 110 1017.5  27.6  27.9  24.2 99.0 99.00
2012 07 18 01 50 204  8.0  9.3  1.31 10.00  4.96 118 1018.0  27.6  27.9  24.0 99.0 99.00
2012 07 18 02 50 207  8.1 10.0  1.22 10.00  4.86 114 1018.3  27.5  27.8  24.5 99.0 99.00
2012 07 18 03 50 205  8.5  9.9  1.26 10.00  4.90 126 1018.3  27.5  27.8  24.4 99.0 99.00
2012 07 18 04 50 206  7.6  9.0  1.26 10.00  4.90 128 1018.2  27.5  27.8  24.6 99.0 99.00
2012 07 18 05 50 208  7.5  9.0  1.31 10.81  4.98 111 1017.7  27.5  27.8  24.4 99.0 99.00
2012 07 18 06 50 209  6.7  8.0  1.38 10.00  5.33  94 1017.5  27.3  27.8  24.5 99.0 99.00
2012 07 18 07 50 217  7.1  8.2  1.38 10.81  5.66 105 1017.5  27.5  27.7  24.3 99.0 99.00
2012 07 18 08 50 208  7.3  9.0  1.42 10.00  5.70 109 1017.7  27.5  27.7  24.8 99.0 99.00
2012 07 18 09 50 206  7.9  9.6  1.35 10.81  5.28 109 1018.0  27.6  27.6  24.7 99.0 99.00
2012 07 18 10 50 224  7.1  8.2  1.35  9.09  5.32 106 1018.8  26.6  27.6  23.8 99.0 99.00
2012 07 18 11 50 224  6.7  8.1  1.37 10.00  5.38 116 1019.4  27.4  27.6  25.0 99.0 99.00
