#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 08 22 03 50 172  6.7  7.7  1.35  6.25  5.22 202 1019.1  27.1  28.4  24.4 99.0 99.00
2012 08 22 04 50 183  7.3  8.4  1.38  5.88  5.02 216 1018.7  26.9  28.4  24.6 99.0 99.00
2012 08 22 05 50 183  8.5 10.2  1.30  5.88  4.72 210 1018.0  26.8  28.4  24.8 99.0 99.00
2012 08 22 06 50 177 10.2 12.2  1.40  6.67  4.62 185 1017.8  26.8  28.4  24.6 99.0 99.00
2012 08 22 07 50 186  9.1 10.6  1.36  6.67  4.44 199 1018.0  26.9  28.4  24.4 99.0 99.00
2012 08 22 08 50 192  8.6  9.9  1.28  5.88  4.56 226 1017.9  27.0  28.4  24.7 99.0 99.00
2012 08 22 09 50 207  8.0  9.6  1.32  5.88  4.55 225 1018.3  27.1  28.4  24.7 99.0 99.00
2012 08 22 10 50 207  7.7  9.2  1.32  5.56  4.51 226 1018.5  27.4  28.4  24.8 99.0 99.00
2012 08 22 11 50 205  7.2  8.5  1.36  6.25  4.67 211 1018.7  27.8  28.4  24.3 99.0 99.00
2012 08 22 12 50 205  5.6  6.4  1.30  5.88  4.61 217 1018.9  27.7  28.4  24.5 99.0 99.00
2012 08 22 13 50 212  3.9  4.8  1.26  5.88  4.84 224 1019.0  27.8  28.4  24.7 99.0 99.00
2012 08 22 14 50 217  3.7  4.9  1.16  5.56  4.77 210 1020.0  28.0  28.5  24.6 99.0 99.00
2012 08 22 15 50 226  5.0  6.1  1.19  5.88  5.01 237 1019.8  28.1  28.6  24.4 99.0 99.00
2012 08 22 16 50 220  4.6  5.7  1.20  5.88  5.11 221 1019.9  28.2  28.7  24.3 99.0 99.00
2012 08 22 17 50 212  5.1  6.7  1.15  5.56  4.95 246 1019.4  27.6  28.7  24.1 99.0 99.00
2012 08 22 18 50 226  6.2  7.4  1.10  5.88  4.95 245 1019.3  27.3  28.7  24.4 99.0 99.00
2012 08 22 19 50 276  3.6  4.7  1.11  5.88  4.85 237 1019.0  26.7  28.7  23.2 99.0 99.00
2012 08 22 20 50 266  4.1  5.1  1.09  5.88  5.08 236 1018.7  27.3  28.7  24.2 99.0 99.00
2012 08 22 21 50 246  5.9  7.2  1.10  5.88  5.21 237 1018.9  26.6  28.6  23.9 99.0 99.00
2012 08 22 22 50 245  7.1  8.3  1.01  5.88  4.91 222 1018.7  25.9  28.6  22.9 99.0 99.00
2012 08 22 23 50 214  3.3  3.9  1.11  5.56  5.25 239 1018.9  25.8  28.5  23.8 99.0 99.00
2012 08 23 00 50 225  4.1  5.0  1.07  5.88  5.20 261 1019.3  26.9  28.5  23.1 99.0 99.00
2012 08 23 01 50 220  4.1  5.0  1.03  6.25  5.29 233 1019.7  27.1  28.5  23.5 99.0 99.00
2012 08 23 02 50 226  6.8  8.5  1.09  5.56  5.25 232 1019.7  27.1  28.4  23.9 99.0 99.00
2012 08 23 03 50 213  5.0  6.0  1.01  5.88  5.07 243 1019.7  26.7  28.4  23.9 99.0 99.00
2012 08 23 04 50 210  4.9  5.9  1.05  5.88  5.22 238 1019.4  26.6  28.4  23.8 99.0 99.00
2012 08 23 05 50 202  5.7  7.0  1.00  5.88  5.02 240 1018.9  26.9  28.4  23.3 99.0 99.00
2012 08 23 06 50 210  5.5  6.4  0.94  5.26  4.86 239 1018.6  27.1  28.4  24.1 99.0 99.00
2012 08 23 07 50 220  5.8  7.1  0.98  6.25  4.82 194 1018.6  27.2  28.4  24.0 99.0 99.00
2012 08 23 08 50 228  5.0  6.1  0.96  5.56  4.90 225 1018.8  27.3  28.4  23.7 99.0 99.00
2012 08 23 09 50 217  4.4  5.4  0.89  5.56  4.75 237 1019.1  27.3  28.4  23.7 99.0 99.00
2012 08 23 10 50 211  4.8  6.0  0.87  5.00  4.77 231 1019.2  27.3  28.4  24.1 99.0 99.00
2012 08 23 11 50 203  4.3  5.1  0.93  5.26  4.90 233 1019.6  27.6  28.4  24.3 99.0 99.00
2012 08 23 12 50 203  5.4  6.5  0.85  5.26  4.71 218 1019.5  27.7  28.4  24.3 99.0 99.00
2012 08 23 13 50 207  5.8  6.7  0.85  5.26  4.59 231 1019.8  27.7  28.5  24.5 99.0 99.00
2012 08 23 14 50 211  5.8  6.9  0.86 12.12  4.64 286 1020.1  27.8  28.5  24.6 99.0 99.00
2012 08 23 15 50 228  5.6  6.9  0.85 11.43  4.46  83 1020.2  28.0  28.6  24.2 99.0 99.00
2012 08 23 16 50 272  6.6  9.1  0.95 16.00  4.73 171 1020.1  25.1  28.5  23.3 99.0 99.00
2012 08 23 17 50 254  3.7  5.2  0.86 10.81  4.57  58 1019.6  26.5  28.6  22.3 99.0 99.00
2012 08 23 18 50 207  3.6  4.5  0.94 10.00  4.79  64 1019.8  26.9  28.7  23.1 99.0 99.00
2012 08 23 19 50 192  2.8  3.8  0.83 11.43  4.71  64 1019.2  27.1  28.8  23.8 99.0 99.00
2012 08 23 20 50 192  2.5  3.1  0.88 10.81  5.04  99 1018.9  27.3  28.8  24.0 99.0 99.00
2012 08 23 21 50 193  3.7  4.8  0.84  4.76  5.12 257 1018.9  27.3  28.8  24.1 99.0 99.00
2012 08 23 22 50 193  4.0  5.0  0.88  5.00  5.14 252 1019.1  27.4  28.7  23.9 99.0 99.00
2012 08 23 23 50 220  4.7  5.7  0.82  5.26  5.06 238 1019.0  27.4  28.6  24.5 99.0 99.00
2012 08 24 00 50 217  4.5  5.6  0.79  5.26  5.02 250 1019.1  27.5  28.6  24.6 99.0 99.00
2012 08 24 01 50 206  3.9  4.8  0.79 16.00  5.03  86 1019.3  27.4  28.6  24.8 99.0 99.00
2012 08 24 02 50 211  3.5  4.3  0.83 10.81  5.03  63 1019.3  27.4  28.5  24.6 99.0 99.00
2012 08 24 03 50 207  3.6  4.6  0.84  5.26  5.14 250 1019.1  27.5  28.5  24.4 99.0 99.00
2012 08 24 04 50 219  3.4  4.1  0.86  5.00  5.34 238 1018.7  27.7  28.5  23.7 99.0 99.00
2012 08 24 05 50 219  4.0  4.8  0.85  5.00  5.35 255 1018.3  27.6  28.5  23.8 99.0 99.00
2012 08 24 06 50 228  3.3  4.1  0.86 10.81  5.50 105 1018.3  27.5  28.5  24.1 99.0 99.00
2012 08 24 07 50 212  3.0  4.1  0.80 10.00  5.21 102 1018.1  27.5  28.4  24.0 99.0 99.00
2012 08 24 08 50 214  2.2  3.3  0.83 10.81  5.57 109 1017.9  27.3  28.4  24.1 99.0 99.00
2012 08 24 09 50 177  3.2  3.9  0.79  7.69  5.17 121 1017.9  27.3  28.4  24.1 99.0 99.00
2012 08 24 10 50 175  3.1  3.8  0.84 14.81  5.70 156 1018.6  27.3  28.4  24.2 99.0 99.00
2012 08 24 11 50 175  4.8  5.8  0.84 10.00  5.55 115 1019.1  27.7  28.4  24.4 99.0 99.00
2012 08 24 12 50 179  4.3  5.2  0.88 10.00  5.87 119 1019.3  27.8  28.4  24.1 99.0 99.00
2012 08 24 13 50 185  4.8  5.8  0.90 10.00  5.98  86 1019.4  27.8  28.5  24.0 99.0 99.00
2012 08 24 14 50 199  4.0  4.8  0.83 10.81  5.65 129 1019.5  27.7  28.5  24.2 99.0 99.00
2012 08 24 15 50 190  4.6  5.4  0.86  8.33  6.00 138 1019.4  27.8  28.7  24.2 99.0 99.00
2012 08 24 16 50 198  3.7  4.4  0.92  9.09  6.27 129 1019.2  27.9  28.8  24.2 99.0 99.00
2012 08 24 17 50 177  4.9  5.8  0.90  8.33  6.15 148 1018.6  28.0  28.9  24.0 99.0 99.00
2012 08 24 18 50 168  4.7  5.7  0.86  7.69  6.15 137 1018.2  28.1  28.9  23.8 99.0 99.00
2012 08 24 19 50 177  4.1  5.1  0.84  8.33  5.88 134 1017.7  28.1  29.0  24.1 99.0 99.00
2012 08 24 20 50 167  4.2  5.1  0.90  7.14  6.42 135 1017.7  28.2  28.9  23.4 99.0 99.00
2012 08 24 21 50 162  4.1  4.8  0.86  9.09  5.92 136 1017.9  28.2  28.9  23.2 99.0 99.00
2012 08 24 22 50 197  2.6  3.1  0.88  9.09  6.20 127 1018.0  28.2  28.9  23.4 99.0 99.00
2012 08 24 23 50 165  2.0  2.8  0.91  8.33  6.40 139 1018.1  28.0  28.8  23.6 99.0 99.00
2012 08 25 00 50 153  3.3  4.2  0.91  9.09  6.66 145 1018.4  27.9  28.7  24.2 99.0 99.00
2012 08 25 01 50 134  4.2  5.2  0.93  7.69  6.92 141 1018.5  27.8  28.7  24.6 99.0 99.00
2012 08 25 02 50 141  5.0  6.2  0.90 10.81  7.00 108 1018.5  28.0  28.7  24.1 99.0 99.00
2012 08 25 03 50 149  5.1  6.7  0.98 10.00  6.60 120 1018.5  28.0  28.6  24.4 99.0 99.00
2012 08 25 04 50 151  4.4  5.4  1.02 10.00  6.25 123 1018.4  27.9  28.6  24.2 99.0 99.00
2012 08 25 05 50 143  4.5  6.4  1.07 10.81  6.80 134 1018.0  27.9  28.5  24.8 99.0 99.00
2012 08 25 06 50 139  2.8  3.7  1.24 10.81  7.38 131 1018.0  27.4  28.5  25.0 99.0 99.00
2012 08 25 07 50 117  3.4  4.5  1.37 12.90  7.59 128 1017.9  27.7  28.5  25.0 99.0 99.00
2012 08 25 08 50 125  4.1  5.1  1.51 12.90  8.07 143 1017.8  27.7  28.5  24.7 99.0 99.00
2012 08 25 09 50 113  4.7  5.9  1.63 12.12  8.42 134 1017.9  27.2  28.5  24.9 99.0 99.00
2012 08 25 10 50 119  4.7  5.7  1.81 11.43  8.41 132 1018.1  27.6  28.5  24.9 99.0 99.00
2012 08 25 11 50 104  5.2  6.2  1.68 12.12  8.23 133 1018.2  27.7  28.5  25.1 99.0 99.00
2012 08 25 12 50 110  5.1  6.2  1.81 12.12  8.62 139 1018.5  27.9  28.5  24.5 99.0 99.00
2012 08 25 13 50 127  4.8  5.8  1.62 12.12  8.26 146 1019.1  28.2  28.5  24.3 99.0 99.00
2012 08 25 14 50 112  4.5  5.6  1.70 11.43  8.47 133 1019.4  28.1  28.6  24.4 99.0 99.00
2012 08 25 15 50 108  4.1  5.2  1.55 11.43  8.13 128 1019.2  28.2  28.8  24.7 99.0 99.00
2012 08 25 16 50 111  4.8  6.0  1.72 11.43  8.39 136 1019.0  28.2  28.7  24.5 99.0 99.00
2012 08 25 17 50 113  4.7  5.5  1.73 11.43  7.92 142 1019.0  28.3  28.8  24.4 99.0 99.00
2012 08 25 18 50 125  4.4  5.4  1.91 11.43  8.28 142 1018.6  28.3  28.8  24.7 99.0 99.00
2012 08 25 19 50 111  3.5  4.7  1.81 11.43  7.92 133 1018.4  28.0  28.8  23.4 99.0 99.00
2012 08 25 20 50 123  2.3  3.2  1.87 10.81  8.37 141 1018.3  28.2  28.8  24.0 99.0 99.00
2012 08 25 21 50 107  3.5  4.4  1.86 11.43  8.13 142 1018.2  28.3  28.9  24.1 99.0 99.00
2012 08 25 22 50  91  4.4  5.3  1.81 10.00  8.18 133 1018.3  28.2  28.9  24.6 99.0 99.00
2012 08 25 23 50  82  4.7  5.7  1.75 11.43  8.08 137 1018.7  28.1  28.8  24.9 99.0 99.00
2012 08 26 00 50  87  7.8  8.8  1.76 10.81  7.87 128 1018.7  27.7  28.7  24.2 99.0 99.00
2012 08 26 01 50  87  6.9  8.1  1.66 10.81  7.47 137 1018.9  28.0  28.6  25.3 99.0 99.00
2012 08 26 02 50  94  6.7  8.0  1.60 10.81  6.93 121 1018.9  28.2  28.6  25.0 99.0 99.00
2012 08 26 03 50 103  7.3  8.6  1.65 10.00  6.56 135 1018.7  28.1  28.6  25.1 99.0 99.00
2012 08 26 04 50  96  7.7  8.9  1.58 10.00  5.99 126 1018.6  28.0  28.6  25.3 99.0 99.00
2012 08 26 05 50  88  6.9  8.3  1.59 10.00  6.11 131 1018.2  27.9  28.5  25.0 99.0 99.00
2012 08 26 06 50  86  7.5  8.9  1.63 10.00  6.18 126 1017.8  27.8  28.5  24.9 99.0 99.00
2012 08 26 07 50  87  7.7  8.8  1.75  9.09  6.11 129 1017.6  27.6  28.5  25.3 99.0 99.00
2012 08 26 08 50  91  7.9  9.1  1.53  9.09  5.63 132 1017.6  27.7  28.5  25.0 99.0 99.00
2012 08 26 09 50 107  7.7  9.5  1.63 10.00  5.84 133 1017.5  27.3  28.5  25.3 99.0 99.00
2012 08 26 10 50  99  7.2  8.7  1.66 10.00  5.85 135 1018.0  27.6  28.5  25.1 99.0 99.00
2012 08 26 11 50  89  7.5  8.6  1.47 10.81  5.57 138 1018.6  27.6  28.5  24.8 99.0 99.00
2012 08 26 12 50 108  7.3  8.8  1.71 10.00  6.10 136 1018.6  27.8  28.5  24.7 99.0 99.00
2012 08 26 13 50 103  6.4  7.6  1.65  9.09  5.99 128 1019.3  28.1  28.5  25.5 99.0 99.00
2012 08 26 14 50  98  5.9  6.7  1.45 10.00  5.75 128 1019.6  28.3  28.6  25.6 99.0 99.00
2012 08 26 15 50 109  6.6  7.7  1.53  9.09  5.87 126 1019.5  28.5  28.6  25.4 99.0 99.00
2012 08 26 16 50 116  7.2  8.5  1.44 10.81  5.61 136 1019.3  28.6  28.6  25.3 99.0 99.00
2012 08 26 17 50 102  6.6  7.7  1.61 10.00  5.80 128 1019.0  28.6  28.6  25.4 99.0 99.00
2012 08 26 18 50  96  6.8  7.9  1.52 10.00  5.72 127 1018.7  28.6  28.7  25.6 99.0 99.00
2012 08 26 19 50  71  6.3  7.4  1.57 10.00  5.69 138 1018.3  28.6  28.7  25.7 99.0 99.00
2012 08 26 20 50  58  7.2  9.2  1.68 10.00  6.04 134 1018.2  28.5  28.7  26.0 99.0 99.00
2012 08 26 21 50  63  6.4  7.8  1.58 10.81  5.51 138 1017.6  26.3  28.6  24.1 99.0 99.00
2012 08 26 22 50 121  6.3  8.6  1.65 10.00  5.83 140 1018.5  25.7  28.5  24.3 99.0 99.00
2012 08 26 23 50  89  7.4  9.2  1.56 10.00  5.99 119 1018.4  26.2  28.5  24.4 99.0 99.00
2012 08 27 00 50 102  6.8  8.0  1.81  9.09  5.68 135 1018.4  25.5  28.5  23.7 99.0 99.00
2012 08 27 01 50  98 10.7 12.4  1.74 10.00  5.61 117 1018.3  27.2  28.5  24.8 99.0 99.00
2012 08 27 02 50 115  9.8 11.8  1.79  9.09  5.34 141 1018.3  27.2  28.5  25.5 99.0 99.00
2012 08 27 03 50 133 11.2 12.8  1.77  7.14  5.14 124 1017.6  27.9  28.5  25.5 99.0 99.00
2012 08 27 04 50 132  9.5 11.0  1.66 10.00  5.14 156 1017.2  28.2  28.5  24.7 99.0 99.00
2012 08 27 05 50 139  9.1 10.5  1.75  9.09  5.40 162 1016.5  28.1  28.5  26.3 99.0 99.00
2012 08 27 06 50 147  8.0  9.4  1.69 10.00  5.44 153 1016.7  28.1  28.4  26.1 99.0 99.00
2012 08 27 07 50 154  5.6  7.2  1.63  9.09  5.55 150 1016.9  28.2  28.5  26.1 99.0 99.00
2012 08 27 08 50 123  5.1  5.9  1.61  9.09  5.66 153 1017.1  28.1  28.5  26.2 99.0 99.00
2012 08 27 09 50 136  4.5  5.5  1.68  9.09  5.96 162 1017.8  28.3  28.5  25.9 99.0 99.00
2012 08 27 10 50 130  4.4  5.1  1.61 10.00  5.94 160 1018.1  28.3  28.5  25.9 99.0 99.00
2012 08 27 11 50 188  7.8 10.2  1.67  9.09  6.16 156 1019.1  26.3  28.5  25.0 99.0 99.00
2012 08 27 12 50 315  1.5  3.1  1.63  9.09  6.28 160 1019.5  25.3  28.4  23.7 99.0 99.00
2012 08 27 13 50 242  2.5  3.2  1.54  8.33  6.16 152 1019.9  26.4  28.3  24.5 99.0 99.00
2012 08 27 14 50   7  1.6  2.3  1.58  9.09  6.15 158 1020.4  27.2  28.5  24.4 99.0 99.00
2012 08 27 15 50 106  4.6  5.8  1.51  9.09  6.17 169 1020.6  26.3  28.5  24.0 99.0 99.00
2012 08 27 16 50  96  6.0  7.0  1.43  9.09  6.04 163 1020.1  26.5  28.5  24.5 99.0 99.00
2012 08 27 17 50 101  4.4  5.4  1.42  9.09  5.83 152 1019.5  26.6  28.6  24.5 99.0 99.00
2012 08 27 18 50 143  2.9  3.5  1.47  9.09  5.88 150 1018.9  26.8  28.6  24.5 99.0 99.00
2012 08 27 19 50 198  4.1  5.1  1.36  8.33  6.07 161 1018.4  27.3  28.6  24.8 99.0 99.00
2012 08 27 20 50 176  5.5  6.3  1.39  9.09  6.21 173 1018.3  27.3  28.7  25.2 99.0 99.00
2012 08 27 21 50 171  4.4  5.4  1.39  8.33  5.91 164 1017.9  27.4  28.7  24.7 99.0 99.00
2012 08 27 22 50 150  3.8  4.7  1.42  9.09  5.70 164 1017.8  27.9  28.6  25.2 99.0 99.00
2012 08 27 23 50 151  3.2  4.0  1.44  8.33  5.86 159 1018.4  27.8  28.6  25.2 99.0 99.00
2012 08 28 00 50 136  1.9  2.5  1.42  8.33  5.94 164 1019.0  28.0  28.6  25.5 99.0 99.00
2012 08 28 01 50 134  2.1  2.8  1.33  7.14  5.82 163 1019.2  27.8  28.6  25.9 99.0 99.00
2012 08 28 02 50 180  3.8  4.5  1.37  8.33  5.70 179 1019.1  28.5  28.6  25.8 99.0 99.00
2012 08 28 03 50 188  4.4  5.3  1.33  8.33  5.56 162 1019.1  28.4  28.6  26.1 99.0 99.00
2012 08 28 04 50 187  4.8  5.6  1.32  8.33  5.83 166 1019.0  28.4  28.6  26.2 99.0 99.00
2012 08 28 05 50 189  4.4  5.2  1.34  7.69  5.94 169 1018.6  28.3  28.6  26.3 99.0 99.00
2012 08 28 06 50 192  4.9  5.8  1.36  7.69  5.83 179 1018.2  28.1  28.5  25.8 99.0 99.00
2012 08 28 07 50 182  3.8  4.5  1.32  8.33  5.88 199 1017.7  28.1  28.5  26.5 99.0 99.00
2012 08 28 08 50 186  4.9  5.8  1.34  8.33  6.00 187 1017.6  28.3  28.5  26.3 99.0 99.00
2012 08 28 09 50 175  4.3  5.1  1.31  8.33  5.82 175 1018.0  28.2  28.5  26.2 99.0 99.00
2012 08 28 10 50 189  5.1  6.1  1.43  9.09  6.38 218 1018.3  28.2  28.5  26.2 99.0 99.00
2012 08 28 11 50 179  5.2  6.0  1.50  7.69  6.46 190 1018.7  28.5  28.4  26.3 99.0 99.00
2012 08 28 12 50 188  5.0  5.8  1.57  8.33  6.52 204 1018.9  28.3  28.5  26.2 99.0 99.00
2012 08 28 13 50 186  5.6  6.6  1.47  9.09  6.32 222 1018.5  28.5  28.5  25.9 99.0 99.00
2012 08 28 14 50 185  6.1  7.1  1.53  7.69  6.38 220 1018.9  28.6  28.5  25.9 99.0 99.00
2012 08 28 15 50 194  6.6  7.9  1.59  9.09  6.23 213 1018.8  28.7  28.6  25.8 99.0 99.00
2012 08 28 16 50 204  6.0  7.0  1.62  9.09  6.20 216 1018.6  28.6  28.6  26.2 99.0 99.00
2012 08 28 17 50 202  6.2  7.5  1.51  9.09  5.99 210 1018.3  28.6  28.6  26.1 99.0 99.00
2012 08 28 18 50 215  6.1  7.3  1.60  9.09  6.08 219 1018.0  28.6  28.6  26.1 99.0 99.00
2012 08 28 19 50 222  5.6  6.9  1.62  9.09  6.15 220 1017.3  28.7  28.6  25.8 99.0 99.00
2012 08 28 20 50 228  5.2  6.3  1.62  8.33  6.22 229 1017.5  28.6  28.6  26.2 99.0 99.00
2012 08 28 21 50 241  4.8  5.7  1.45  7.14  5.95 220 1017.6  28.6  28.6  26.0 99.0 99.00
2012 08 28 22 50 332  6.8  8.4  1.63  8.33  6.26 214 1017.5  26.8  28.5  24.9 99.0 99.00
2012 08 28 23 50 322  4.5  6.3  1.65  8.33  6.21 219 1017.9  26.3  28.5  25.2 99.0 99.00
2012 08 29 00 50 159  2.2  3.7  1.39  8.33  6.13 207 1018.3  25.7  28.3  24.6 99.0 99.00
2012 08 29 01 50 107  1.5  2.1  1.63  8.33  5.93 215 1018.0  26.1  28.3  24.9 99.0 99.00
2012 08 29 02 50 122  3.1  3.8  1.54  7.14  5.82 204 1017.5  26.4  28.3  24.9 99.0 99.00
2012 08 29 03 50 149  5.6  6.6  1.62  7.69  6.39 217 1017.3  27.3  28.4  24.9 99.0 99.00
2012 08 29 04 50 162  4.3  5.0  1.49  7.69  6.22 208 1017.4  27.4  28.4  25.8 99.0 99.00
2012 08 29 05 50 229  5.6  6.7  1.49  7.14  6.06 227 1017.0  28.0  28.4  26.4 99.0 99.00
2012 08 29 06 50 215  6.0  6.9  1.55  7.69  6.06 227 1016.0  27.8  28.4  26.2 99.0 99.00
2012 08 29 07 50 202  7.5  9.6  1.54  7.14  5.43 227 1015.4  26.8  28.4  24.6 99.0 99.00
2012 08 29 08 50 250  8.7 10.1  1.50  6.67  5.33 237 1015.2  26.9  28.4  25.0 99.0 99.00
2012 08 29 09 50 222  7.3  9.2  1.59  6.67  5.35 234 1014.6  27.2  28.4  25.0 99.0 99.00
2012 08 29 10 50 217  7.5  9.0  1.57  6.67  5.25 233 1015.5  27.3  28.4  25.1 99.0 99.00
2012 08 29 11 50 212  6.8  7.8  1.54  6.67  5.36 225 1015.7  27.8  28.4  25.9 99.0 99.00
2012 08 29 12 50 230  8.6 10.1  1.51  7.14  5.07 227 1015.5  28.5  28.4  26.1 99.0 99.00
2012 08 29 13 50 231  8.4 10.1  1.42  6.25  4.96 259 1015.2  28.4  28.4  25.7 99.0 99.00
2012 08 29 14 50 231  8.7 10.3  1.63  5.56  5.19 240 1015.8  28.4  28.5  26.3 99.0 99.00
2012 08 29 15 50 235  8.7 10.2  1.55  6.25  5.14 238 1015.9  28.6  28.5  26.5 99.0 99.00
2012 08 29 16 50 245  6.5  7.8  1.53  6.67  5.11 249 1016.0  28.2  28.5  25.6 99.0 99.00
2012 08 29 17 50 315 11.7 14.3  1.65  6.25  4.81 254 1016.4  24.3  28.4  24.0 99.0 99.00
2012 08 29 18 50 297  8.0  9.6  1.51  6.25  4.86 250 1016.9  24.8  28.4  24.1 99.0 99.00
2012 08 29 19 50 266  6.5  8.0  1.49  6.67  5.19 239 1016.2  25.0  28.4  23.8 99.0 99.00
2012 08 29 20 50 274  6.2  7.8  1.39  6.25  5.14 256 1015.8  25.9  28.4  23.7 99.0 99.00
2012 08 29 21 50 273  6.6  7.8  1.47  6.25  5.20 254 1015.8  25.8  28.4  24.0 99.0 99.00
2012 08 29 22 50 253  6.4  7.7  1.29  6.25  5.26 275 1015.2  26.1  28.4  24.6 99.0 99.00
2012 08 29 23 50 259  5.3  6.8  1.32  6.25  5.25 268 1015.9  26.4  28.4  24.7 99.0 99.00
2012 08 30 00 50 259  4.0  4.8  1.38  6.67  5.56 252 1016.5  26.8  28.4  24.7 99.0 99.00
2012 08 30 01 50 243  4.4  5.8  1.26  5.88  5.43 266 1016.6  26.9  28.4  24.9 99.0 99.00
2012 08 30 02 50 240  4.9  5.8  1.15  6.25  5.34 256 1016.8  27.1  28.4  25.1 99.0 99.00
2012 08 30 03 50 237  5.8  6.8  1.25  6.25  5.36 252 1016.7  27.3  28.4  25.2 99.0 99.00
2012 08 30 04 50 246  5.6  7.0  1.20  6.25  5.27 263 1016.7  27.4  28.4  25.2 99.0 99.00
2012 08 30 05 50 242  6.1  7.3  1.26  6.25  5.22 256 1016.3  27.4  28.4  25.5 99.0 99.00
2012 08 30 06 50 254  5.6  6.4  1.24  5.88  5.17 261 1015.9  27.6  28.3  25.4 99.0 99.00
2012 08 30 07 50 244  5.1  6.2  1.08  5.88  4.92 254 1015.7  27.5  28.3  25.6 99.0 99.00
2012 08 30 08 50 229  5.7  7.3  1.13  5.56  4.86 265 1015.6  27.2  28.3  25.1 99.0 99.00
2012 08 30 09 50 304  3.7  4.7  1.21  5.56  4.85 244 1016.7  25.1  28.3  24.2 99.0 99.00
2012 08 30 10 50  32  1.0  2.4  1.16  5.56  4.87 245 1017.6  24.1  28.2  23.6 99.0 99.00
2012 08 30 11 50 161  2.3  3.6  1.07  5.26  4.81 267 1018.3  23.3  27.9  23.0 99.0 99.00
2012 08 30 12 50 278  1.2  1.9  1.03  5.26  5.06 248 1018.5  24.2  27.5  23.6 99.0 99.00
2012 08 30 13 50  14  2.7  3.5  1.01  5.26  5.16 241 1019.3  25.2  27.8  24.3 99.0 99.00
2012 08 30 14 50  71  3.3  4.2  0.89  5.56  5.11 224 1019.8  25.5  27.5  24.5 99.0 99.00
2012 08 30 15 50 119  3.9  4.6  0.86  5.56  5.29 239 1020.1  25.6  27.7  24.5 99.0 99.00
2012 08 30 16 50  70  2.4  3.3  0.84  5.26  5.31 237 1020.6  25.8  27.9  24.3 99.0 99.00
2012 08 30 17 50  65  3.2  4.0  0.83 10.00  5.35  91 1020.8  26.1  27.9  24.4 99.0 99.00
2012 08 30 18 50  47  4.1  4.9  0.75  5.00  5.33 235 1020.3  26.4  28.2  24.2 99.0 99.00
2012 08 30 19 50  34  4.2  5.1  0.78  5.56  5.48 230 1020.1  26.2  28.2  24.2 99.0 99.00
2012 08 30 20 50 126  2.5  3.5  0.71  5.56  5.60 239 1019.3  26.2  28.2  23.8 99.0 99.00
2012 08 30 21 50  51  3.2  4.1  0.74 10.81  5.72 104 1019.8  26.1  28.2  24.0 99.0 99.00
2012 08 30 22 50  26  4.5  5.5  0.71 10.00  5.49  86 1020.4  25.9  28.2  23.6 99.0 99.00
2012 08 30 23 50  81  3.6  4.9  0.69  5.88  5.27 225 1019.9  26.0  28.2  23.7 99.0 99.00
2012 08 31 00 50  42  3.3  3.9  0.73 10.81  5.60 115 1020.9  26.4  28.1  23.1 99.0 99.00
2012 08 31 01 50  50  1.9  2.8  0.67  5.26  5.16 244 1021.1  26.5  28.0  23.1 99.0 99.00
2012 08 31 02 50  45  2.5  3.5  0.72 10.81  5.45  96 1021.4  26.4  28.0  23.3 99.0 99.00
2012 08 31 03 50  57  3.5  4.3  0.72 10.81  5.49 110 1021.5  26.5  28.1  23.4 99.0 99.00
2012 08 31 04 50  48  5.1  7.1  0.64  9.09  5.42  81 1021.5  26.8  28.2  23.0 99.0 99.00
2012 08 31 05 50  48  5.9  6.8  0.68  5.00  4.99 238 1021.2  26.9  28.2  22.2 99.0 99.00
2012 08 31 06 50  69  5.7  6.7  0.70  5.56  4.46 174 1021.0  26.8  28.2  22.7 99.0 99.00
2012 08 31 07 50  76  5.4  6.5  0.72 10.00  4.82 120 1020.8  26.8  28.2  23.1 99.0 99.00
2012 08 31 08 50  77  5.6  6.5  0.75 10.00  4.62 101 1020.9  26.9  28.1  23.1 99.0 99.00
2012 08 31 09 50  71  5.1  6.3  0.76 11.43  4.68  75 1021.3  26.9  28.3  22.8 99.0 99.00
2012 08 31 10 50  56  5.1  6.4  0.75 10.00  4.48 103 1021.9  27.0  28.2  22.6 99.0 99.00
2012 08 31 11 50  56  4.4  5.4  0.71  6.25  4.65 107 1022.5  27.2  28.2  22.0 99.0 99.00
2012 08 31 12 50  57  4.8  6.1  0.74 10.00  4.60 111 1022.8  27.4  28.3  21.8 99.0 99.00
2012 08 31 13 50  57  5.0  6.0  0.70  5.88  4.62  88 1023.2  27.4  28.3  21.6 99.0 99.00
2012 08 31 14 50  42  5.2  6.1  0.72 10.81  4.70 110 1023.6  27.4  28.3  21.4 99.0 99.00
2012 08 31 15 50  56  5.1  6.2  0.69 10.81  4.56 109 1023.5  27.3  28.3  21.4 99.0 99.00
2012 08 31 16 50  51  4.6  6.0  0.78 10.81  4.81 103 1023.1  27.3  28.3  21.3 99.0 99.00
2012 08 31 17 50  54  4.2  5.7  0.76  7.69  4.64  68 1023.0  27.4  28.2  20.3 99.0 99.00
